A11_grad_r,B11_grad_r,dx,A11,B11
-16.584744506113168,6.649350957598486,1.5,1638.694986962551,350.60875171327103
-0.6104198702341925,0.21777364935826604,11.5,1627.1139793045422,367.8823303077188
0.07569378645780322,-0.332557753833818,21.5,1624.0560714156895,365.72757812205134
0.15968062616581946,0.1718616152663781,31.5,1626.1794704020165,364.96452756999963
-0.17510844102007317,0.035326363309804765,41.5,1625.7570021263339,366.6181190683285
0.05353946157452982,-0.138547372821904,51.5,1624.876017074074,365.6117301924619
0.06975809760959217,0.10214958289360387,61.5,1625.9466895820506,365.4425105088262
-0.10416929590382873,0.0029793731705076015,71.5,1625.5599295755223,366.2998220992417
0.04866174460199313,-0.07980494592741105,81.5,1625.1471777622942,365.59774904502115
0.033377682151949695,0.07675927924644776,91.5,1625.8518632347375,365.6323555701119
-0.07272809530590485,-0.012651916890043857,101.5,1625.4741550132771,366.15636534584195
0.046100920611619745,-0.050373509309694864,111.5,1625.2813245138905,365.59851029862705
0.013798871762876724,0.06192597495970387,121.5,1625.7908864775654,365.73155450774766
-0.05325238112366326,-0.020938044998447314,131.5,1625.4306771232868,366.06453564592624
0.043276939915699364,-0.031505601530586236,141.5,1625.3682587344363,365.6069935581883
0.0012119357430668345,0.0510023658034241,151.5,1625.7443883650162,365.7952395904884
-0.03924144372947502,-0.025688836998117415,161.5,1625.4057889930134,365.9981488520016
0.04010110076373341,-0.018144880996929735,171.5,1625.429497157968,365.6195005977527
-0.007288675364998318,0.041965157989877655,181.5,1625.704940504752,365.8377976758088
-0.02821252525215734,-0.02808189879152334,191.5,1625.3930705672958,365.9454089058923
